File,proj_alpha_best,proj_alpha_used,proj_criticality_scoreAVG,proj_criticality_scoreSUM,proj_mtbu,proj_update_frequency,proj_update_latency,proj_version_lag
Checkmk_checkmk_metrics_output,1.0714285714285714,0.25595238095238093,5.160337837837838,37.13243243243243,24.123207547169812,77.3855421686747,178.5619760479042,1.6559281437125746
apache_tomcat_metrics_output,0.0,0.0,4.8175,8.549999999999999,28.977294117647062,10.388235294117647,62.64838235294118,0.6167532467532467
cve-search_cve-search_metrics_output,0.034013605442176874,0.0,4.581034482758621,5.110344827586207,37.525211267605634,13.445205479452055,119.8325,0.26070422535211263
intelowlproject_IntelOwl_metrics_output,0.3697478991596639,0.008403361344537815,4.960208333333333,12.668750000000003,17.138584070796455,15.584745762711865,72.35941176470588,0.566638655462185
keycloak_keycloak_metrics_output,0.1773220747889023,0.19702452754322478,5.755534743202417,13.395830815709969,8.869209453952731,124.06454856223607,118.34829917487357,4.192719809322034
mitre_caldera_metrics_output,0.2564102564102564,0.038461538461538464,5.1082142857142845,9.521428571428572,47.601830985915505,8.368421052631579,183.38454545454545,1.6758441558441561
smicallef_spiderfoot_metrics_output,0.06382978723404255,0.0,4.072222222222223,8.794444444444444,46.52159090909091,20.434782608695652,290.4555263157895,6.359210526315789
yeti-platform_yeti_metrics_output,0.075,0.0,5.2907692307692304,8.53076923076923,35.068125,8.289473684210526,152.20894736842106,0.0023684210526315787
zaproxy_zaproxy_metrics_output,0.0,0.0,,,29.994580152671755,17.61764705882353,203.79150793650794,0.5629457364341086
